Company,Location,Job_Title,Experience_Level,Skills_Required,CTC(LPA),Hiring_Type,Source,Post_Date,Apply_Link
Hcl,Bengaluru,Process Associate,2-5 Yrs,"Customer Support, Voice Process",15.5,Internship,Naukri,2025-10-17,https://www.example.com/apply/hcl/Process-Associate
Ltimindtree,Chennai,Business Analyst,Fresher,"JavaScript, React, Node.js",7.4,Internship,Naukri,2025-10-08,https://www.example.com/apply/ltimindtree/Business-Analyst
Tcs,Kolkata,Technical Support,0-2 Yrs,"Customer Support, Voice Process",17.0,Contract,Linkedin,2025-09-09,https://www.example.com/apply/tcs/Technical-Support
Hcl,Pune,Process Associate,5-10 Yrs,"Python, SQL, Power BI",17.7,Contract,Naukri,2025-10-08,https://www.example.com/apply/hcl/Process-Associate
Tcs,Hyderabad,Data Analyst,Fresher,"ETL, Data Warehousing",12.5,Contract,Indeed,2025-09-03,https://www.example.com/apply/tcs/Data-Analyst
Capgemini,Ahmedabad,Process Associate,5-10 Yrs,"AWS, Azure, DevOps",3.8,Contract,Indeed,2025-10-07,https://www.example.com/apply/capgemini/Process-Associate
Infosys,Kolkata,System Analyst,Fresher,"Java, Spring Boot",15.8,Full-Time,Glassdoor,2025-09-25,https://www.example.com/apply/infosys/System-Analyst
Infosys,Pune,Technical Support,2-5 Yrs,"Customer Support, Voice Process",7.6,Internship,Naukri,2025-09-07,https://www.example.com/apply/infosys/Technical-Support
Tcs,Pune,Process Associate,2-5 Yrs,"JavaScript, React, Node.js",3.2,Contract,Glassdoor,2025-09-26,https://www.example.com/apply/tcs/Process-Associate
Capgemini,Ahmedabad,Devops Engineer,2-5 Yrs,"AWS, Azure, DevOps",19.9,Contract,Naukri,2025-10-18,https://www.example.com/apply/capgemini/DevOps-Engineer
Infosys,Kolkata,Business Analyst,Fresher,"Linux, Networking, Troubleshooting",10.0,Internship,Glassdoor,2025-09-07,https://www.example.com/apply/infosys/Business-Analyst
Infosys,Hyderabad,Data Analyst,Fresher,Automation Testing,19.7,Contract,Glassdoor,2025-10-16,https://www.example.com/apply/infosys/Data-Analyst
Ibm,Chennai,Technical Support,0-2 Yrs,"AI/ML, Deep Learning",13.7,Internship,Linkedin,2025-10-09,https://www.example.com/apply/ibm/Technical-Support
Tech Mahindra,Mumbai,Test Engineer,Fresher,Automation Testing,11.6,Contract,Naukri,2025-10-07,https://www.example.com/apply/tech mahindra/Test-Engineer
Tech Mahindra,Gurugram,Cloud Engineer,Fresher,Automation Testing,10.9,Full-Time,Naukri,2025-09-03,https://www.example.com/apply/tech mahindra/Cloud-Engineer
Infosys,Bengaluru,Software Engineer,5-10 Yrs,"Excel, Tableau, SQL",8.5,Internship,Naukri,2025-09-22,https://www.example.com/apply/infosys/Software-Engineer
Tcs,Ahmedabad,Test Engineer,2-5 Yrs,"Linux, Networking, Troubleshooting",3.5,Internship,Indeed,2025-09-20,https://www.example.com/apply/tcs/Test-Engineer
Hcl,Kolkata,Process Associate,5-10 Yrs,"AWS, Azure, DevOps",13.3,Full-Time,Glassdoor,2025-09-29,https://www.example.com/apply/hcl/Process-Associate
Infosys,Hyderabad,Software Engineer,5-10 Yrs,"Python, SQL, Power BI",3.6,Internship,Indeed,2025-10-18,https://www.example.com/apply/infosys/Software-Engineer
Hcl,Mumbai,Cloud Engineer,0-2 Yrs,"Java, Spring Boot",19.9,Contract,Glassdoor,2025-09-20,https://www.example.com/apply/hcl/Cloud-Engineer
Tcs,Bengaluru,Process Associate,2-5 Yrs,"ETL, Data Warehousing",8.3,Contract,Linkedin,2025-09-09,https://www.example.com/apply/tcs/Process-Associate
Wipro,Kolkata,Test Engineer,Fresher,"Python, SQL, Power BI",5.8,Contract,Glassdoor,2025-09-01,https://www.example.com/apply/wipro/Test-Engineer
Infosys,Mumbai,Data Analyst,2-5 Yrs,Automation Testing,6.0,Full-Time,Linkedin,2025-09-25,https://www.example.com/apply/infosys/Data-Analyst
Accenture,Noida,Process Associate,5-10 Yrs,"JavaScript, React, Node.js",19.6,Full-Time,Indeed,2025-09-09,https://www.example.com/apply/accenture/Process-Associate
Capgemini,Gurugram,Data Analyst,Fresher,"Java, Spring Boot",9.3,Full-Time,Naukri,2025-09-26,https://www.example.com/apply/capgemini/Data-Analyst
Tcs,Jaipur,Technical Support,5-10 Yrs,"Excel, Tableau, SQL",10.7,Full-Time,Naukri,2025-09-09,https://www.example.com/apply/tcs/Technical-Support
Tech Mahindra,Ahmedabad,Process Associate,5-10 Yrs,"Java, Spring Boot",15.0,Contract,Naukri,2025-09-03,https://www.example.com/apply/tech mahindra/Process-Associate
Cognizant,Kolkata,System Analyst,2-5 Yrs,"Python, SQL, Power BI",9.1,Internship,Indeed,2025-09-08,https://www.example.com/apply/cognizant/System-Analyst
Capgemini,Gurugram,Software Engineer,2-5 Yrs,"Excel, Tableau, SQL",19.9,Contract,Linkedin,2025-09-14,https://www.example.com/apply/capgemini/Software-Engineer
Tcs,Hyderabad,Test Engineer,Fresher,"Linux, Networking, Troubleshooting",3.3,Full-Time,Linkedin,2025-10-04,https://www.example.com/apply/tcs/Test-Engineer
Tech Mahindra,Bengaluru,Process Associate,Fresher,"ETL, Data Warehousing",11.9,Internship,Glassdoor,2025-10-04,https://www.example.com/apply/tech mahindra/Process-Associate
Hcl,Hyderabad,Support Executive,Fresher,"ETL, Data Warehousing",6.6,Internship,Indeed,2025-09-22,https://www.example.com/apply/hcl/Support-Executive
Ibm,Ahmedabad,Devops Engineer,5-10 Yrs,Automation Testing,5.1,Internship,Naukri,2025-09-15,https://www.example.com/apply/ibm/DevOps-Engineer
Ibm,Jaipur,Support Executive,2-5 Yrs,"JavaScript, React, Node.js",18.0,Internship,Glassdoor,2025-10-01,https://www.example.com/apply/ibm/Support-Executive
Infosys,Ahmedabad,Process Associate,5-10 Yrs,"AWS, Azure, DevOps",4.3,Contract,Linkedin,2025-09-16,https://www.example.com/apply/infosys/Process-Associate
Tcs,Jaipur,Data Analyst,0-2 Yrs,Automation Testing,10.6,Internship,Indeed,2025-09-11,https://www.example.com/apply/tcs/Data-Analyst
Accenture,Mumbai,Business Analyst,5-10 Yrs,"ETL, Data Warehousing",7.9,Internship,Linkedin,2025-09-17,https://www.example.com/apply/accenture/Business-Analyst
Wipro,Kolkata,Software Engineer,0-2 Yrs,"AI/ML, Deep Learning",19.7,Contract,Indeed,2025-10-19,https://www.example.com/apply/wipro/Software-Engineer
Hcl,Bengaluru,Cloud Engineer,Fresher,"Java, Spring Boot",17.9,Full-Time,Naukri,2025-09-21,https://www.example.com/apply/hcl/Cloud-Engineer
Capgemini,Bengaluru,Support Executive,5-10 Yrs,"AWS, Azure, DevOps",18.1,Contract,Indeed,2025-10-02,https://www.example.com/apply/capgemini/Support-Executive
Accenture,Jaipur,Devops Engineer,2-5 Yrs,"Python, SQL, Power BI",13.5,Internship,Linkedin,2025-09-04,https://www.example.com/apply/accenture/DevOps-Engineer
Wipro,Chennai,Cloud Engineer,0-2 Yrs,"Linux, Networking, Troubleshooting",12.5,Full-Time,Naukri,2025-09-11,https://www.example.com/apply/wipro/Cloud-Engineer
Wipro,Chennai,Support Executive,2-5 Yrs,"JavaScript, React, Node.js",6.3,Full-Time,Glassdoor,2025-09-03,https://www.example.com/apply/wipro/Support-Executive
Cognizant,Mumbai,Test Engineer,0-2 Yrs,"ETL, Data Warehousing",3.2,Internship,Glassdoor,2025-09-19,https://www.example.com/apply/cognizant/Test-Engineer
Hcl,Kolkata,Support Executive,Fresher,"Customer Support, Voice Process",3.3,Full-Time,Linkedin,2025-10-10,https://www.example.com/apply/hcl/Support-Executive
Tcs,Kolkata,Technical Support,Fresher,"Java, Spring Boot",11.3,Internship,Naukri,2025-09-09,https://www.example.com/apply/tcs/Technical-Support
Tcs,Jaipur,System Analyst,2-5 Yrs,"AWS, Azure, DevOps",9.0,Internship,Naukri,2025-10-06,https://www.example.com/apply/tcs/System-Analyst
Accenture,Chennai,Support Executive,2-5 Yrs,"JavaScript, React, Node.js",5.6,Full-Time,Naukri,2025-09-04,https://www.example.com/apply/accenture/Support-Executive
Hcl,Pune,Business Analyst,5-10 Yrs,"ETL, Data Warehousing",13.3,Internship,Indeed,2025-10-14,https://www.example.com/apply/hcl/Business-Analyst
Infosys,Gurugram,System Analyst,0-2 Yrs,"Linux, Networking, Troubleshooting",16.5,Internship,Naukri,2025-10-16,https://www.example.com/apply/infosys/System-Analyst
Cognizant,Bengaluru,Support Executive,2-5 Yrs,"JavaScript, React, Node.js",9.9,Full-Time,Glassdoor,2025-09-10,https://www.example.com/apply/cognizant/Support-Executive
Ibm,Jaipur,Data Analyst,Fresher,"Python, SQL, Power BI",14.7,Contract,Naukri,2025-09-15,https://www.example.com/apply/ibm/Data-Analyst
Wipro,Kolkata,Cloud Engineer,0-2 Yrs,"Excel, Tableau, SQL",5.2,Contract,Indeed,2025-09-23,https://www.example.com/apply/wipro/Cloud-Engineer
Tcs,Ahmedabad,Data Analyst,Fresher,"JavaScript, React, Node.js",8.2,Contract,Linkedin,2025-10-17,https://www.example.com/apply/tcs/Data-Analyst
Tcs,Hyderabad,Support Executive,Fresher,"AWS, Azure, DevOps",7.7,Full-Time,Naukri,2025-10-10,https://www.example.com/apply/tcs/Support-Executive
Cognizant,Hyderabad,Data Analyst,5-10 Yrs,"Customer Support, Voice Process",16.6,Full-Time,Naukri,2025-10-18,https://www.example.com/apply/cognizant/Data-Analyst
Cognizant,Jaipur,Support Executive,0-2 Yrs,"Excel, Tableau, SQL",17.9,Full-Time,Linkedin,2025-09-18,https://www.example.com/apply/cognizant/Support-Executive
Tcs,Chennai,Technical Support,5-10 Yrs,"JavaScript, React, Node.js",9.9,Internship,Indeed,2025-09-13,https://www.example.com/apply/tcs/Technical-Support
Tcs,Noida,Data Analyst,Fresher,"AI/ML, Deep Learning",17.6,Contract,Naukri,2025-10-21,https://www.example.com/apply/tcs/Data-Analyst
Tech Mahindra,Ahmedabad,Devops Engineer,0-2 Yrs,"JavaScript, React, Node.js",18.7,Contract,Glassdoor,2025-10-17,https://www.example.com/apply/tech mahindra/DevOps-Engineer
Capgemini,Jaipur,Business Analyst,5-10 Yrs,"JavaScript, React, Node.js",9.9,Full-Time,Naukri,2025-09-20,https://www.example.com/apply/capgemini/Business-Analyst
Ibm,Chennai,Data Analyst,2-5 Yrs,"Excel, Tableau, SQL",17.9,Full-Time,Glassdoor,2025-09-26,https://www.example.com/apply/ibm/Data-Analyst
Cognizant,Gurugram,Software Engineer,2-5 Yrs,"AWS, Azure, DevOps",17.4,Full-Time,Linkedin,2025-09-17,https://www.example.com/apply/cognizant/Software-Engineer
Ibm,Hyderabad,Support Executive,2-5 Yrs,"Customer Support, Voice Process",13.2,Contract,Naukri,2025-10-01,https://www.example.com/apply/ibm/Support-Executive
Cognizant,Hyderabad,Process Associate,5-10 Yrs,"AI/ML, Deep Learning",9.9,Full-Time,Indeed,2025-10-06,https://www.example.com/apply/cognizant/Process-Associate
Wipro,Kolkata,Technical Support,Fresher,"JavaScript, React, Node.js",14.7,Full-Time,Naukri,2025-10-06,https://www.example.com/apply/wipro/Technical-Support
Wipro,Ahmedabad,Process Associate,Fresher,Automation Testing,8.0,Internship,Linkedin,2025-10-09,https://www.example.com/apply/wipro/Process-Associate
Tech Mahindra,Ahmedabad,Process Associate,5-10 Yrs,"Excel, Tableau, SQL",8.2,Contract,Naukri,2025-09-09,https://www.example.com/apply/tech mahindra/Process-Associate
Tech Mahindra,Hyderabad,Cloud Engineer,2-5 Yrs,"AI/ML, Deep Learning",7.0,Contract,Glassdoor,2025-09-09,https://www.example.com/apply/tech mahindra/Cloud-Engineer
Infosys,Mumbai,Process Associate,Fresher,"AWS, Azure, DevOps",13.9,Internship,Glassdoor,2025-09-02,https://www.example.com/apply/infosys/Process-Associate
Infosys,Mumbai,Data Analyst,0-2 Yrs,"Excel, Tableau, SQL",8.0,Contract,Indeed,2025-09-19,https://www.example.com/apply/infosys/Data-Analyst
Cognizant,Chennai,Support Executive,Fresher,"AI/ML, Deep Learning",7.5,Full-Time,Naukri,2025-10-11,https://www.example.com/apply/cognizant/Support-Executive
Tcs,Bengaluru,Cloud Engineer,Fresher,"AI/ML, Deep Learning",16.0,Internship,Glassdoor,2025-09-27,https://www.example.com/apply/tcs/Cloud-Engineer
Accenture,Hyderabad,System Analyst,2-5 Yrs,"AI/ML, Deep Learning",5.2,Contract,Naukri,2025-09-30,https://www.example.com/apply/accenture/System-Analyst
Tech Mahindra,Bengaluru,Software Engineer,Fresher,Automation Testing,15.6,Contract,Naukri,2025-09-06,https://www.example.com/apply/tech mahindra/Software-Engineer
Infosys,Mumbai,Process Associate,5-10 Yrs,"Excel, Tableau, SQL",9.1,Contract,Glassdoor,2025-10-09,https://www.example.com/apply/infosys/Process-Associate
Infosys,Pune,System Analyst,5-10 Yrs,"Linux, Networking, Troubleshooting",5.0,Full-Time,Indeed,2025-10-02,https://www.example.com/apply/infosys/System-Analyst
Hcl,Pune,Cloud Engineer,0-2 Yrs,Automation Testing,3.0,Internship,Linkedin,2025-09-10,https://www.example.com/apply/hcl/Cloud-Engineer
Capgemini,Jaipur,Business Analyst,5-10 Yrs,Automation Testing,8.6,Contract,Linkedin,2025-09-22,https://www.example.com/apply/capgemini/Business-Analyst
Tcs,Noida,Software Engineer,0-2 Yrs,"ETL, Data Warehousing",11.3,Internship,Naukri,2025-09-06,https://www.example.com/apply/tcs/Software-Engineer
Wipro,Noida,Data Analyst,5-10 Yrs,"AI/ML, Deep Learning",5.0,Full-Time,Linkedin,2025-09-14,https://www.example.com/apply/wipro/Data-Analyst
Wipro,Chennai,Support Executive,Fresher,"JavaScript, React, Node.js",6.0,Contract,Indeed,2025-10-01,https://www.example.com/apply/wipro/Support-Executive
Wipro,Ahmedabad,Support Executive,0-2 Yrs,"Customer Support, Voice Process",14.8,Contract,Naukri,2025-10-14,https://www.example.com/apply/wipro/Support-Executive
Cognizant,Jaipur,Test Engineer,Fresher,"Customer Support, Voice Process",3.1,Contract,Linkedin,2025-10-04,https://www.example.com/apply/cognizant/Test-Engineer
Infosys,Pune,Process Associate,0-2 Yrs,"Customer Support, Voice Process",18.3,Contract,Linkedin,2025-09-14,https://www.example.com/apply/infosys/Process-Associate
Tech Mahindra,Ahmedabad,Data Analyst,2-5 Yrs,"Customer Support, Voice Process",6.1,Internship,Linkedin,2025-09-13,https://www.example.com/apply/tech mahindra/Data-Analyst
Tcs,Noida,Technical Support,0-2 Yrs,"Excel, Tableau, SQL",10.4,Contract,Linkedin,2025-10-11,https://www.example.com/apply/tcs/Technical-Support
Accenture,Kolkata,Support Executive,Fresher,"ETL, Data Warehousing",9.1,Full-Time,Naukri,2025-10-05,https://www.example.com/apply/accenture/Support-Executive
Cognizant,Jaipur,Cloud Engineer,Fresher,"Customer Support, Voice Process",19.2,Contract,Linkedin,2025-10-04,https://www.example.com/apply/cognizant/Cloud-Engineer
Wipro,Mumbai,Software Engineer,5-10 Yrs,"JavaScript, React, Node.js",9.8,Contract,Indeed,2025-09-11,https://www.example.com/apply/wipro/Software-Engineer
Accenture,Bengaluru,Devops Engineer,Fresher,"Java, Spring Boot",19.1,Contract,Naukri,2025-09-14,https://www.example.com/apply/accenture/DevOps-Engineer
Tech Mahindra,Noida,Cloud Engineer,2-5 Yrs,"Java, Spring Boot",6.5,Contract,Indeed,2025-09-11,https://www.example.com/apply/tech mahindra/Cloud-Engineer
Tcs,Gurugram,Business Analyst,2-5 Yrs,"Python, SQL, Power BI",6.2,Contract,Naukri,2025-10-13,https://www.example.com/apply/tcs/Business-Analyst
Wipro,Pune,Software Engineer,0-2 Yrs,"AWS, Azure, DevOps",13.4,Full-Time,Indeed,2025-09-27,https://www.example.com/apply/wipro/Software-Engineer
Cognizant,Noida,Devops Engineer,0-2 Yrs,"Excel, Tableau, SQL",19.4,Internship,Glassdoor,2025-09-20,https://www.example.com/apply/cognizant/DevOps-Engineer
Wipro,Jaipur,Business Analyst,2-5 Yrs,Automation Testing,12.2,Contract,Naukri,2025-10-17,https://www.example.com/apply/wipro/Business-Analyst
Cognizant,Bengaluru,Process Associate,0-2 Yrs,"JavaScript, React, Node.js",18.8,Full-Time,Indeed,2025-10-10,https://www.example.com/apply/cognizant/Process-Associate
Infosys,Bengaluru,Technical Support,2-5 Yrs,"AI/ML, Deep Learning",15.4,Contract,Naukri,2025-10-04,https://www.example.com/apply/infosys/Technical-Support
Wipro,Mumbai,Process Associate,2-5 Yrs,"JavaScript, React, Node.js",10.0,Full-Time,Naukri,2025-09-29,https://www.example.com/apply/wipro/Process-Associate
Accenture,Gurugram,Cloud Engineer,Fresher,"AWS, Azure, DevOps",11.2,Full-Time,Indeed,2025-10-03,https://www.example.com/apply/accenture/Cloud-Engineer
Accenture,Kolkata,Devops Engineer,2-5 Yrs,"Python, SQL, Power BI",7.1,Full-Time,Glassdoor,2025-10-06,https://www.example.com/apply/accenture/DevOps-Engineer
Infosys,Mumbai,Devops Engineer,2-5 Yrs,"Linux, Networking, Troubleshooting",9.1,Full-Time,Glassdoor,2025-10-10,https://www.example.com/apply/infosys/DevOps-Engineer
Infosys,Noida,Business Analyst,5-10 Yrs,"AI/ML, Deep Learning",17.1,Contract,Glassdoor,2025-09-01,https://www.example.com/apply/infosys/Business-Analyst
Accenture,Jaipur,Process Associate,5-10 Yrs,"AWS, Azure, DevOps",17.8,Full-Time,Linkedin,2025-10-10,https://www.example.com/apply/accenture/Process-Associate
Infosys,Kolkata,Business Analyst,Fresher,"Python, SQL, Power BI",17.6,Full-Time,Indeed,2025-10-02,https://www.example.com/apply/infosys/Business-Analyst
Ltimindtree,Hyderabad,Support Executive,5-10 Yrs,"Excel, Tableau, SQL",12.7,Internship,Glassdoor,2025-10-16,https://www.example.com/apply/ltimindtree/Support-Executive
Accenture,Bengaluru,Business Analyst,Fresher,"Excel, Tableau, SQL",9.5,Internship,Glassdoor,2025-09-15,https://www.example.com/apply/accenture/Business-Analyst
Ltimindtree,Kolkata,Data Analyst,2-5 Yrs,"AI/ML, Deep Learning",7.9,Internship,Naukri,2025-09-25,https://www.example.com/apply/ltimindtree/Data-Analyst
Tcs,Kolkata,Support Executive,2-5 Yrs,"AI/ML, Deep Learning",10.3,Contract,Naukri,2025-09-28,https://www.example.com/apply/tcs/Support-Executive
Tcs,Bengaluru,Data Analyst,5-10 Yrs,"Java, Spring Boot",17.2,Internship,Glassdoor,2025-10-04,https://www.example.com/apply/tcs/Data-Analyst
Infosys,Mumbai,Support Executive,Fresher,"Excel, Tableau, SQL",8.1,Contract,Naukri,2025-10-06,https://www.example.com/apply/infosys/Support-Executive
Infosys,Chennai,Business Analyst,5-10 Yrs,"Customer Support, Voice Process",19.1,Contract,Naukri,2025-09-17,https://www.example.com/apply/infosys/Business-Analyst
Wipro,Mumbai,Business Analyst,5-10 Yrs,"Python, SQL, Power BI",13.9,Full-Time,Indeed,2025-10-17,https://www.example.com/apply/wipro/Business-Analyst
Tcs,Noida,Business Analyst,Fresher,"Excel, Tableau, SQL",5.6,Contract,Naukri,2025-10-19,https://www.example.com/apply/tcs/Business-Analyst
Tcs,Chennai,Data Analyst,0-2 Yrs,Automation Testing,18.9,Full-Time,Indeed,2025-09-14,https://www.example.com/apply/tcs/Data-Analyst
Accenture,Bengaluru,Test Engineer,Fresher,"Java, Spring Boot",3.4,Contract,Glassdoor,2025-10-01,https://www.example.com/apply/accenture/Test-Engineer
Infosys,Bengaluru,Process Associate,5-10 Yrs,"ETL, Data Warehousing",7.9,Full-Time,Indeed,2025-10-10,https://www.example.com/apply/infosys/Process-Associate
Wipro,Ahmedabad,Process Associate,Fresher,"ETL, Data Warehousing",10.0,Internship,Naukri,2025-10-13,https://www.example.com/apply/wipro/Process-Associate
Cognizant,Noida,Process Associate,5-10 Yrs,Automation Testing,6.0,Contract,Glassdoor,2025-10-06,https://www.example.com/apply/cognizant/Process-Associate
Infosys,Noida,Software Engineer,0-2 Yrs,"AWS, Azure, DevOps",14.0,Contract,Linkedin,2025-09-15,https://www.example.com/apply/infosys/Software-Engineer
Tcs,Chennai,Support Executive,Fresher,"Linux, Networking, Troubleshooting",8.8,Internship,Linkedin,2025-09-27,https://www.example.com/apply/tcs/Support-Executive
Wipro,Mumbai,Business Analyst,0-2 Yrs,Automation Testing,9.5,Full-Time,Naukri,2025-09-02,https://www.example.com/apply/wipro/Business-Analyst
Hcl,Bengaluru,Devops Engineer,2-5 Yrs,"Customer Support, Voice Process",17.1,Internship,Naukri,2025-09-15,https://www.example.com/apply/hcl/DevOps-Engineer
Infosys,Mumbai,Technical Support,0-2 Yrs,"AI/ML, Deep Learning",15.7,Full-Time,Indeed,2025-09-16,https://www.example.com/apply/infosys/Technical-Support
Tcs,Mumbai,Process Associate,0-2 Yrs,"Linux, Networking, Troubleshooting",5.0,Contract,Glassdoor,2025-10-05,https://www.example.com/apply/tcs/Process-Associate
Capgemini,Gurugram,Data Analyst,5-10 Yrs,"Python, SQL, Power BI",7.7,Internship,Glassdoor,2025-09-17,https://www.example.com/apply/capgemini/Data-Analyst
Accenture,Kolkata,Process Associate,5-10 Yrs,"ETL, Data Warehousing",9.1,Internship,Linkedin,2025-10-06,https://www.example.com/apply/accenture/Process-Associate
Tcs,Jaipur,Technical Support,0-2 Yrs,"AWS, Azure, DevOps",9.2,Internship,Naukri,2025-10-10,https://www.example.com/apply/tcs/Technical-Support
Cognizant,Bengaluru,Data Analyst,Fresher,"AWS, Azure, DevOps",4.1,Internship,Glassdoor,2025-09-21,https://www.example.com/apply/cognizant/Data-Analyst
Tech Mahindra,Ahmedabad,System Analyst,5-10 Yrs,"JavaScript, React, Node.js",8.5,Internship,Linkedin,2025-10-01,https://www.example.com/apply/tech mahindra/System-Analyst
Ltimindtree,Pune,Support Executive,0-2 Yrs,Automation Testing,7.0,Full-Time,Naukri,2025-10-05,https://www.example.com/apply/ltimindtree/Support-Executive
Capgemini,Pune,Software Engineer,0-2 Yrs,"Linux, Networking, Troubleshooting",10.1,Contract,Naukri,2025-10-03,https://www.example.com/apply/capgemini/Software-Engineer
Infosys,Gurugram,System Analyst,2-5 Yrs,Automation Testing,15.5,Contract,Indeed,2025-09-12,https://www.example.com/apply/infosys/System-Analyst
Wipro,Kolkata,Business Analyst,Fresher,"Linux, Networking, Troubleshooting",6.1,Full-Time,Glassdoor,2025-09-17,https://www.example.com/apply/wipro/Business-Analyst
Tcs,Ahmedabad,Process Associate,Fresher,"Java, Spring Boot",16.1,Internship,Glassdoor,2025-09-11,https://www.example.com/apply/tcs/Process-Associate
Cognizant,Pune,Cloud Engineer,0-2 Yrs,"AWS, Azure, DevOps",16.8,Full-Time,Linkedin,2025-09-16,https://www.example.com/apply/cognizant/Cloud-Engineer
Wipro,Ahmedabad,Business Analyst,0-2 Yrs,"Excel, Tableau, SQL",6.5,Full-Time,Naukri,2025-09-25,https://www.example.com/apply/wipro/Business-Analyst
Cognizant,Hyderabad,Devops Engineer,0-2 Yrs,"JavaScript, React, Node.js",8.9,Internship,Glassdoor,2025-09-08,https://www.example.com/apply/cognizant/DevOps-Engineer
Tech Mahindra,Mumbai,Devops Engineer,2-5 Yrs,"AWS, Azure, DevOps",6.7,Contract,Naukri,2025-09-20,https://www.example.com/apply/tech mahindra/DevOps-Engineer
Capgemini,Bengaluru,Data Analyst,5-10 Yrs,"JavaScript, React, Node.js",20.0,Contract,Naukri,2025-09-04,https://www.example.com/apply/capgemini/Data-Analyst
Tcs,Chennai,Data Analyst,2-5 Yrs,"AWS, Azure, DevOps",3.4,Internship,Indeed,2025-09-28,https://www.example.com/apply/tcs/Data-Analyst
Tcs,Hyderabad,Technical Support,Fresher,"JavaScript, React, Node.js",5.1,Internship,Indeed,2025-09-10,https://www.example.com/apply/tcs/Technical-Support
Tech Mahindra,Gurugram,Support Executive,Fresher,Automation Testing,19.5,Contract,Glassdoor,2025-09-26,https://www.example.com/apply/tech mahindra/Support-Executive
Tcs,Kolkata,Software Engineer,5-10 Yrs,"Python, SQL, Power BI",9.4,Contract,Linkedin,2025-09-18,https://www.example.com/apply/tcs/Software-Engineer
Ibm,Ahmedabad,System Analyst,5-10 Yrs,"Linux, Networking, Troubleshooting",19.0,Contract,Naukri,2025-09-13,https://www.example.com/apply/ibm/System-Analyst
Tech Mahindra,Hyderabad,Devops Engineer,Fresher,Automation Testing,11.0,Full-Time,Naukri,2025-10-11,https://www.example.com/apply/tech mahindra/DevOps-Engineer
Infosys,Kolkata,Cloud Engineer,5-10 Yrs,"AWS, Azure, DevOps",17.1,Full-Time,Glassdoor,2025-09-12,https://www.example.com/apply/infosys/Cloud-Engineer
Hcl,Gurugram,Technical Support,2-5 Yrs,"AI/ML, Deep Learning",2.9,Internship,Naukri,2025-10-17,https://www.example.com/apply/hcl/Technical-Support
Ltimindtree,Chennai,Devops Engineer,0-2 Yrs,"JavaScript, React, Node.js",9.1,Full-Time,Naukri,2025-09-24,https://www.example.com/apply/ltimindtree/DevOps-Engineer
Ltimindtree,Ahmedabad,Technical Support,Fresher,"AI/ML, Deep Learning",14.9,Internship,Glassdoor,2025-10-21,https://www.example.com/apply/ltimindtree/Technical-Support
Tcs,Chennai,Support Executive,0-2 Yrs,"Java, Spring Boot",16.2,Internship,Linkedin,2025-10-08,https://www.example.com/apply/tcs/Support-Executive
Ltimindtree,Bengaluru,Support Executive,2-5 Yrs,"Excel, Tableau, SQL",4.3,Full-Time,Linkedin,2025-09-13,https://www.example.com/apply/ltimindtree/Support-Executive
Accenture,Hyderabad,System Analyst,5-10 Yrs,Automation Testing,10.1,Contract,Linkedin,2025-09-06,https://www.example.com/apply/accenture/System-Analyst
Wipro,Noida,Technical Support,0-2 Yrs,"AI/ML, Deep Learning",2.7,Internship,Linkedin,2025-09-10,https://www.example.com/apply/wipro/Technical-Support
Infosys,Pune,Support Executive,5-10 Yrs,"AWS, Azure, DevOps",5.1,Internship,Naukri,2025-10-13,https://www.example.com/apply/infosys/Support-Executive
Wipro,Kolkata,Devops Engineer,0-2 Yrs,Automation Testing,17.6,Full-Time,Naukri,2025-10-13,https://www.example.com/apply/wipro/DevOps-Engineer
Wipro,Noida,Cloud Engineer,5-10 Yrs,"AI/ML, Deep Learning",3.7,Full-Time,Indeed,2025-09-22,https://www.example.com/apply/wipro/Cloud-Engineer
Ltimindtree,Ahmedabad,Support Executive,2-5 Yrs,"ETL, Data Warehousing",15.7,Full-Time,Glassdoor,2025-10-14,https://www.example.com/apply/ltimindtree/Support-Executive
Wipro,Pune,Business Analyst,0-2 Yrs,"ETL, Data Warehousing",6.0,Full-Time,Indeed,2025-09-23,https://www.example.com/apply/wipro/Business-Analyst
Hcl,Pune,Support Executive,0-2 Yrs,"Java, Spring Boot",7.6,Contract,Linkedin,2025-09-26,https://www.example.com/apply/hcl/Support-Executive
Ltimindtree,Ahmedabad,System Analyst,5-10 Yrs,"AWS, Azure, DevOps",11.0,Contract,Naukri,2025-10-09,https://www.example.com/apply/ltimindtree/System-Analyst
Tcs,Gurugram,Cloud Engineer,0-2 Yrs,"Excel, Tableau, SQL",13.8,Contract,Naukri,2025-10-20,https://www.example.com/apply/tcs/Cloud-Engineer
Tcs,Noida,Test Engineer,0-2 Yrs,"Customer Support, Voice Process",14.4,Internship,Naukri,2025-09-23,https://www.example.com/apply/tcs/Test-Engineer
Accenture,Jaipur,Cloud Engineer,2-5 Yrs,Automation Testing,2.5,Internship,Glassdoor,2025-10-14,https://www.example.com/apply/accenture/Cloud-Engineer
Infosys,Ahmedabad,Business Analyst,Fresher,Automation Testing,9.1,Internship,Glassdoor,2025-09-05,https://www.example.com/apply/infosys/Business-Analyst
Wipro,Jaipur,Technical Support,Fresher,"Java, Spring Boot",5.0,Internship,Glassdoor,2025-09-02,https://www.example.com/apply/wipro/Technical-Support
