Company,Location,Job_Title,Experience_Level,Skills_Required,CTC(LPA),Hiring_Type,Source,Post_Date,Apply_Link
TCS,Kolkata,DevOps Engineer,5-10 yrs,"Java, Spring Boot",2.9,Full-time,Indeed,2025-09-02,https://www.example.com/apply/tcs/DevOps-Engineer
Wipro,Noida,Business Analyst,2-5 yrs,"Excel, Tableau, SQL",12.0,Full-time,Indeed,2025-10-06,https://www.example.com/apply/wipro/Business-Analyst
HCL,Bengaluru,Process Associate,Fresher,Automation Testing,15.2,Contract,Glassdoor,2025-09-20,https://www.example.com/apply/hcl/Process-Associate
LTIMindtree,Chennai,System Analyst,0-2 yrs,"Python, SQL, Power BI",11.6,Internship,Glassdoor,2025-09-05,https://www.example.com/apply/ltimindtree/System-Analyst
HCL,Kolkata,Data Analyst,0-2 yrs,"AI/ML, Deep Learning",16.4,Full-time,Glassdoor,2025-09-30,https://www.example.com/apply/hcl/Data-Analyst
Wipro,Chennai,Technical Support,5-10 yrs,"Linux, Networking, Troubleshooting",15.8,Contract,Indeed,2025-09-09,https://www.example.com/apply/wipro/Technical-Support
Infosys,Bengaluru,Technical Support,Fresher,"Customer Support, Voice Process",6.3,Internship,LinkedIn,2025-10-05,https://www.example.com/apply/infosys/Technical-Support
Cognizant,Noida,Process Associate,Fresher,"Customer Support, Voice Process",18.3,Full-time,Glassdoor,2025-09-14,https://www.example.com/apply/cognizant/Process-Associate
Wipro,Ahmedabad,Support Executive,Fresher,"Customer Support, Voice Process",13.0,Contract,Indeed,2025-10-10,https://www.example.com/apply/wipro/Support-Executive
Tech Mahindra,Jaipur,Process Associate,5-10 yrs,"Linux, Networking, Troubleshooting",5.8,Internship,Indeed,2025-10-05,https://www.example.com/apply/tech mahindra/Process-Associate
Cognizant,Jaipur,Process Associate,Fresher,"Excel, Tableau, SQL",10.0,Contract,Glassdoor,2025-09-22,https://www.example.com/apply/cognizant/Process-Associate
Wipro,Jaipur,Cloud Engineer,0-2 yrs,"Java, Spring Boot",17.0,Contract,Glassdoor,2025-10-04,https://www.example.com/apply/wipro/Cloud-Engineer
IBM,Mumbai,Test Engineer,0-2 yrs,"Customer Support, Voice Process",18.5,Internship,Naukri,2025-10-07,https://www.example.com/apply/ibm/Test-Engineer
Tech Mahindra,Ahmedabad,DevOps Engineer,0-2 yrs,"Excel, Tableau, SQL",14.6,Contract,Indeed,2025-10-21,https://www.example.com/apply/tech mahindra/DevOps-Engineer
Infosys,Noida,Technical Support,0-2 yrs,"ETL, Data Warehousing",10.8,Full-time,Glassdoor,2025-10-01,https://www.example.com/apply/infosys/Technical-Support
LTIMindtree,Bengaluru,Process Associate,2-5 yrs,"JavaScript, React, Node.js",15.5,Contract,LinkedIn,2025-09-02,https://www.example.com/apply/ltimindtree/Process-Associate
LTIMindtree,Pune,Cloud Engineer,0-2 yrs,"Java, Spring Boot",7.8,Contract,Naukri,2025-09-05,https://www.example.com/apply/ltimindtree/Cloud-Engineer
TCS,Ahmedabad,DevOps Engineer,0-2 yrs,"AWS, Azure, DevOps",7.9,Contract,Naukri,2025-10-18,https://www.example.com/apply/tcs/DevOps-Engineer
HCL,Gurugram,Support Executive,0-2 yrs,"Python, SQL, Power BI",3.6,Internship,Naukri,2025-10-11,https://www.example.com/apply/hcl/Support-Executive
Infosys,Ahmedabad,Support Executive,Fresher,"Python, SQL, Power BI",16.0,Full-time,Glassdoor,2025-10-21,https://www.example.com/apply/infosys/Support-Executive
TCS,Noida,Software Engineer,0-2 yrs,"Java, Spring Boot",2.9,Contract,Indeed,2025-09-01,https://www.example.com/apply/tcs/Software-Engineer
Wipro,Pune,Data Analyst,Fresher,"Linux, Networking, Troubleshooting",5.4,Internship,Naukri,2025-10-04,https://www.example.com/apply/wipro/Data-Analyst
Infosys,Noida,Data Analyst,5-10 yrs,"JavaScript, React, Node.js",17.4,Internship,Glassdoor,2025-09-04,https://www.example.com/apply/infosys/Data-Analyst
IBM,Gurugram,Business Analyst,2-5 yrs,"AI/ML, Deep Learning",14.7,Internship,Naukri,2025-09-02,https://www.example.com/apply/ibm/Business-Analyst
Infosys,Ahmedabad,Software Engineer,Fresher,"Java, Spring Boot",16.7,Internship,LinkedIn,2025-09-21,https://www.example.com/apply/infosys/Software-Engineer
HCL,Hyderabad,Process Associate,5-10 yrs,"Java, Spring Boot",12.7,Full-time,Naukri,2025-09-15,https://www.example.com/apply/hcl/Process-Associate
Tech Mahindra,Chennai,Support Executive,5-10 yrs,"AI/ML, Deep Learning",9.9,Contract,Glassdoor,2025-09-09,https://www.example.com/apply/tech mahindra/Support-Executive
TCS,Kolkata,Software Engineer,0-2 yrs,"Linux, Networking, Troubleshooting",9.8,Contract,Glassdoor,2025-10-15,https://www.example.com/apply/tcs/Software-Engineer
Wipro,Kolkata,Process Associate,5-10 yrs,"Excel, Tableau, SQL",19.5,Full-time,Indeed,2025-10-05,https://www.example.com/apply/wipro/Process-Associate
Infosys,Mumbai,Test Engineer,2-5 yrs,"AWS, Azure, DevOps",15.7,Internship,Glassdoor,2025-10-03,https://www.example.com/apply/infosys/Test-Engineer
Capgemini,Kolkata,Cloud Engineer,5-10 yrs,"Excel, Tableau, SQL",7.4,Internship,LinkedIn,2025-09-10,https://www.example.com/apply/capgemini/Cloud-Engineer
TCS,Bengaluru,Software Engineer,0-2 yrs,Automation Testing,6.5,Full-time,Glassdoor,2025-10-06,https://www.example.com/apply/tcs/Software-Engineer
Tech Mahindra,Kolkata,Cloud Engineer,Fresher,"Customer Support, Voice Process",15.1,Internship,Naukri,2025-09-25,https://www.example.com/apply/tech mahindra/Cloud-Engineer
Infosys,Bengaluru,System Analyst,5-10 yrs,"Excel, Tableau, SQL",11.9,Internship,LinkedIn,2025-09-30,https://www.example.com/apply/infosys/System-Analyst
TCS,Jaipur,Technical Support,0-2 yrs,Automation Testing,10.4,Contract,LinkedIn,2025-09-24,https://www.example.com/apply/tcs/Technical-Support
LTIMindtree,Ahmedabad,DevOps Engineer,Fresher,"AWS, Azure, DevOps",15.8,Internship,Indeed,2025-09-14,https://www.example.com/apply/ltimindtree/DevOps-Engineer
TCS,Jaipur,System Analyst,0-2 yrs,Automation Testing,13.4,Full-time,LinkedIn,2025-09-08,https://www.example.com/apply/tcs/System-Analyst
Capgemini,Gurugram,Test Engineer,Fresher,Automation Testing,13.7,Internship,Indeed,2025-10-09,https://www.example.com/apply/capgemini/Test-Engineer
LTIMindtree,Mumbai,Process Associate,5-10 yrs,Automation Testing,13.0,Full-time,Glassdoor,2025-09-15,https://www.example.com/apply/ltimindtree/Process-Associate
Tech Mahindra,Pune,Process Associate,2-5 yrs,"Python, SQL, Power BI",6.8,Full-time,Glassdoor,2025-09-03,https://www.example.com/apply/tech mahindra/Process-Associate
HCL,Noida,Technical Support,Fresher,"AI/ML, Deep Learning",17.5,Internship,Glassdoor,2025-09-04,https://www.example.com/apply/hcl/Technical-Support
Accenture,Mumbai,Technical Support,Fresher,"ETL, Data Warehousing",5.6,Internship,Indeed,2025-10-07,https://www.example.com/apply/accenture/Technical-Support
Infosys,Bengaluru,Support Executive,0-2 yrs,"Customer Support, Voice Process",10.1,Full-time,Naukri,2025-10-02,https://www.example.com/apply/infosys/Support-Executive
Accenture,Hyderabad,Cloud Engineer,Fresher,"Java, Spring Boot",12.5,Contract,Glassdoor,2025-09-06,https://www.example.com/apply/accenture/Cloud-Engineer
LTIMindtree,Chennai,DevOps Engineer,0-2 yrs,Automation Testing,18.5,Contract,Glassdoor,2025-09-29,https://www.example.com/apply/ltimindtree/DevOps-Engineer
Tech Mahindra,Ahmedabad,DevOps Engineer,2-5 yrs,"Java, Spring Boot",13.6,Contract,Glassdoor,2025-10-16,https://www.example.com/apply/tech mahindra/DevOps-Engineer
TCS,Gurugram,Business Analyst,2-5 yrs,Automation Testing,16.6,Full-time,Naukri,2025-10-14,https://www.example.com/apply/tcs/Business-Analyst
Accenture,Bengaluru,Technical Support,Fresher,"Python, SQL, Power BI",16.7,Full-time,Indeed,2025-09-23,https://www.example.com/apply/accenture/Technical-Support
TCS,Jaipur,Support Executive,5-10 yrs,"AWS, Azure, DevOps",18.4,Contract,Naukri,2025-09-18,https://www.example.com/apply/tcs/Support-Executive
Infosys,Chennai,DevOps Engineer,Fresher,"Java, Spring Boot",9.9,Full-time,Naukri,2025-09-14,https://www.example.com/apply/infosys/DevOps-Engineer
Tech Mahindra,Mumbai,Data Analyst,2-5 yrs,"ETL, Data Warehousing",9.2,Full-time,Glassdoor,2025-10-15,https://www.example.com/apply/tech mahindra/Data-Analyst
Accenture,Bengaluru,Support Executive,Fresher,Automation Testing,3.9,Contract,Naukri,2025-10-18,https://www.example.com/apply/accenture/Support-Executive
Cognizant,Hyderabad,DevOps Engineer,2-5 yrs,"Python, SQL, Power BI",8.0,Contract,Indeed,2025-09-24,https://www.example.com/apply/cognizant/DevOps-Engineer
TCS,Pune,Data Analyst,Fresher,"ETL, Data Warehousing",11.9,Full-time,LinkedIn,2025-09-11,https://www.example.com/apply/tcs/Data-Analyst
Tech Mahindra,Mumbai,Support Executive,Fresher,"Python, SQL, Power BI",8.9,Contract,LinkedIn,2025-10-02,https://www.example.com/apply/tech mahindra/Support-Executive
Accenture,Kolkata,Cloud Engineer,2-5 yrs,"Python, SQL, Power BI",6.0,Full-time,Glassdoor,2025-09-28,https://www.example.com/apply/accenture/Cloud-Engineer
Tech Mahindra,Ahmedabad,DevOps Engineer,Fresher,"Linux, Networking, Troubleshooting",16.7,Full-time,Glassdoor,2025-10-14,https://www.example.com/apply/tech mahindra/DevOps-Engineer
Tech Mahindra,Kolkata,Process Associate,5-10 yrs,"Customer Support, Voice Process",10.7,Contract,Indeed,2025-09-21,https://www.example.com/apply/tech mahindra/Process-Associate
Infosys,Noida,Technical Support,2-5 yrs,"JavaScript, React, Node.js",16.9,Contract,LinkedIn,2025-09-23,https://www.example.com/apply/infosys/Technical-Support
Accenture,Hyderabad,DevOps Engineer,Fresher,"JavaScript, React, Node.js",6.2,Contract,Indeed,2025-09-18,https://www.example.com/apply/accenture/DevOps-Engineer
HCL,Kolkata,Business Analyst,2-5 yrs,"AWS, Azure, DevOps",9.8,Full-time,LinkedIn,2025-09-03,https://www.example.com/apply/hcl/Business-Analyst
HCL,Ahmedabad,Process Associate,Fresher,"Java, Spring Boot",16.1,Contract,Glassdoor,2025-09-06,https://www.example.com/apply/hcl/Process-Associate
TCS,Hyderabad,Software Engineer,2-5 yrs,"ETL, Data Warehousing",17.4,Full-time,LinkedIn,2025-10-10,https://www.example.com/apply/tcs/Software-Engineer
Wipro,Chennai,DevOps Engineer,5-10 yrs,"AI/ML, Deep Learning",10.1,Internship,Naukri,2025-09-02,https://www.example.com/apply/wipro/DevOps-Engineer
TCS,Ahmedabad,Data Analyst,5-10 yrs,"Java, Spring Boot",18.3,Contract,Glassdoor,2025-10-03,https://www.example.com/apply/tcs/Data-Analyst
IBM,Hyderabad,Support Executive,0-2 yrs,"Python, SQL, Power BI",8.2,Internship,Glassdoor,2025-10-06,https://www.example.com/apply/ibm/Support-Executive
IBM,Hyderabad,Business Analyst,0-2 yrs,"Java, Spring Boot",14.7,Full-time,Naukri,2025-09-24,https://www.example.com/apply/ibm/Business-Analyst
Infosys,Mumbai,Software Engineer,5-10 yrs,"Java, Spring Boot",8.0,Full-time,Naukri,2025-09-21,https://www.example.com/apply/infosys/Software-Engineer
Wipro,Ahmedabad,Test Engineer,2-5 yrs,Automation Testing,3.3,Full-time,Indeed,2025-09-04,https://www.example.com/apply/wipro/Test-Engineer
Cognizant,Gurugram,Cloud Engineer,2-5 yrs,"Customer Support, Voice Process",8.4,Internship,Indeed,2025-09-09,https://www.example.com/apply/cognizant/Cloud-Engineer
IBM,Noida,DevOps Engineer,Fresher,"Python, SQL, Power BI",18.5,Contract,Naukri,2025-09-29,https://www.example.com/apply/ibm/DevOps-Engineer
Capgemini,Noida,Data Analyst,2-5 yrs,"Excel, Tableau, SQL",12.5,Full-time,Glassdoor,2025-09-27,https://www.example.com/apply/capgemini/Data-Analyst
Infosys,Noida,DevOps Engineer,2-5 yrs,"Java, Spring Boot",5.4,Internship,Indeed,2025-09-24,https://www.example.com/apply/infosys/DevOps-Engineer
IBM,Ahmedabad,Data Analyst,Fresher,"Python, SQL, Power BI",19.2,Internship,Naukri,2025-09-03,https://www.example.com/apply/ibm/Data-Analyst
Capgemini,Hyderabad,Data Analyst,0-2 yrs,"ETL, Data Warehousing",10.2,Internship,Glassdoor,2025-10-10,https://www.example.com/apply/capgemini/Data-Analyst
IBM,Chennai,Support Executive,0-2 yrs,"ETL, Data Warehousing",11.2,Contract,Indeed,2025-09-03,https://www.example.com/apply/ibm/Support-Executive
Infosys,Pune,Support Executive,Fresher,"Excel, Tableau, SQL",11.9,Internship,Indeed,2025-09-12,https://www.example.com/apply/infosys/Support-Executive
Wipro,Pune,Process Associate,0-2 yrs,"Excel, Tableau, SQL",18.6,Contract,LinkedIn,2025-09-01,https://www.example.com/apply/wipro/Process-Associate
Accenture,Bengaluru,System Analyst,2-5 yrs,Automation Testing,18.8,Contract,Naukri,2025-10-03,https://www.example.com/apply/accenture/System-Analyst
Infosys,Chennai,DevOps Engineer,Fresher,"AI/ML, Deep Learning",18.1,Internship,Naukri,2025-10-17,https://www.example.com/apply/infosys/DevOps-Engineer
LTIMindtree,Ahmedabad,Test Engineer,Fresher,"Java, Spring Boot",7.5,Full-time,Indeed,2025-10-19,https://www.example.com/apply/ltimindtree/Test-Engineer
Infosys,Mumbai,Support Executive,Fresher,"Python, SQL, Power BI",7.2,Full-time,Indeed,2025-09-15,https://www.example.com/apply/infosys/Support-Executive
Infosys,Mumbai,DevOps Engineer,2-5 yrs,Automation Testing,12.0,Internship,Glassdoor,2025-10-21,https://www.example.com/apply/infosys/DevOps-Engineer
Tech Mahindra,Hyderabad,Support Executive,0-2 yrs,"JavaScript, React, Node.js",17.6,Full-time,Naukri,2025-09-13,https://www.example.com/apply/tech mahindra/Support-Executive
Tech Mahindra,Pune,Software Engineer,5-10 yrs,"ETL, Data Warehousing",2.5,Full-time,Glassdoor,2025-09-16,https://www.example.com/apply/tech mahindra/Software-Engineer
LTIMindtree,Pune,System Analyst,0-2 yrs,"Customer Support, Voice Process",13.5,Contract,Glassdoor,2025-09-04,https://www.example.com/apply/ltimindtree/System-Analyst
LTIMindtree,Bengaluru,Process Associate,2-5 yrs,"ETL, Data Warehousing",15.7,Contract,Indeed,2025-09-16,https://www.example.com/apply/ltimindtree/Process-Associate
HCL,Hyderabad,Technical Support,0-2 yrs,"AI/ML, Deep Learning",13.4,Contract,LinkedIn,2025-10-04,https://www.example.com/apply/hcl/Technical-Support
Infosys,Hyderabad,Technical Support,5-10 yrs,"Python, SQL, Power BI",19.9,Contract,Glassdoor,2025-10-21,https://www.example.com/apply/infosys/Technical-Support
Wipro,Mumbai,Test Engineer,Fresher,Automation Testing,9.5,Full-time,Indeed,2025-10-20,https://www.example.com/apply/wipro/Test-Engineer
TCS,Gurugram,Software Engineer,Fresher,"Linux, Networking, Troubleshooting",17.7,Contract,LinkedIn,2025-10-11,https://www.example.com/apply/tcs/Software-Engineer
HCL,Mumbai,DevOps Engineer,0-2 yrs,"JavaScript, React, Node.js",7.0,Full-time,LinkedIn,2025-10-20,https://www.example.com/apply/hcl/DevOps-Engineer
HCL,Jaipur,Cloud Engineer,5-10 yrs,"Java, Spring Boot",7.5,Contract,LinkedIn,2025-10-20,https://www.example.com/apply/hcl/Cloud-Engineer
Wipro,Bengaluru,Cloud Engineer,Fresher,Automation Testing,4.7,Full-time,Indeed,2025-10-06,https://www.example.com/apply/wipro/Cloud-Engineer
Capgemini,Jaipur,DevOps Engineer,5-10 yrs,"Linux, Networking, Troubleshooting",17.1,Internship,Indeed,2025-09-20,https://www.example.com/apply/capgemini/DevOps-Engineer
LTIMindtree,Mumbai,Business Analyst,0-2 yrs,Automation Testing,18.7,Contract,LinkedIn,2025-10-17,https://www.example.com/apply/ltimindtree/Business-Analyst
Infosys,Noida,Technical Support,0-2 yrs,"Linux, Networking, Troubleshooting",11.8,Internship,Naukri,2025-09-21,https://www.example.com/apply/infosys/Technical-Support
TCS,Jaipur,System Analyst,5-10 yrs,"Customer Support, Voice Process",4.2,Internship,LinkedIn,2025-09-26,https://www.example.com/apply/tcs/System-Analyst
Wipro,Gurugram,Test Engineer,Fresher,"AI/ML, Deep Learning",11.5,Internship,Glassdoor,2025-09-03,https://www.example.com/apply/wipro/Test-Engineer
HCL,Noida,System Analyst,5-10 yrs,"Python, SQL, Power BI",15.2,Internship,LinkedIn,2025-10-17,https://www.example.com/apply/hcl/System-Analyst
TCS,Kolkata,Process Associate,Fresher,"Java, Spring Boot",8.6,Full-time,Naukri,2025-10-16,https://www.example.com/apply/tcs/Process-Associate
Accenture,Pune,Process Associate,5-10 yrs,"Java, Spring Boot",13.3,Full-time,Naukri,2025-09-18,https://www.example.com/apply/accenture/Process-Associate
Infosys,Pune,Business Analyst,0-2 yrs,"AI/ML, Deep Learning",7.8,Full-time,LinkedIn,2025-09-07,https://www.example.com/apply/infosys/Business-Analyst
Capgemini,Ahmedabad,Cloud Engineer,Fresher,"Excel, Tableau, SQL",11.1,Contract,Indeed,2025-09-21,https://www.example.com/apply/capgemini/Cloud-Engineer
Wipro,Pune,Technical Support,0-2 yrs,"AWS, Azure, DevOps",10.7,Full-time,Naukri,2025-09-05,https://www.example.com/apply/wipro/Technical-Support
LTIMindtree,Gurugram,Business Analyst,5-10 yrs,Automation Testing,7.0,Full-time,Glassdoor,2025-10-17,https://www.example.com/apply/ltimindtree/Business-Analyst
TCS,Bengaluru,Business Analyst,2-5 yrs,"Linux, Networking, Troubleshooting",7.3,Internship,Glassdoor,2025-10-19,https://www.example.com/apply/tcs/Business-Analyst
Accenture,Mumbai,System Analyst,Fresher,"Java, Spring Boot",2.5,Full-time,Naukri,2025-09-29,https://www.example.com/apply/accenture/System-Analyst
HCL,Bengaluru,Business Analyst,0-2 yrs,"Java, Spring Boot",9.6,Full-time,Indeed,2025-09-17,https://www.example.com/apply/hcl/Business-Analyst
HCL,Bengaluru,Data Analyst,0-2 yrs,"Python, SQL, Power BI",18.9,Contract,Glassdoor,2025-09-02,https://www.example.com/apply/hcl/Data-Analyst
Tech Mahindra,Gurugram,Process Associate,2-5 yrs,"JavaScript, React, Node.js",15.2,Full-time,Glassdoor,2025-09-10,https://www.example.com/apply/tech mahindra/Process-Associate
Infosys,Noida,Process Associate,0-2 yrs,"Java, Spring Boot",5.8,Internship,LinkedIn,2025-10-14,https://www.example.com/apply/infosys/Process-Associate
TCS,Jaipur,Cloud Engineer,Fresher,"Linux, Networking, Troubleshooting",15.0,Contract,Indeed,2025-09-02,https://www.example.com/apply/tcs/Cloud-Engineer
Tech Mahindra,Hyderabad,DevOps Engineer,Fresher,"Excel, Tableau, SQL",8.1,Full-time,Indeed,2025-10-20,https://www.example.com/apply/tech mahindra/DevOps-Engineer
Cognizant,Chennai,Process Associate,Fresher,"AI/ML, Deep Learning",12.8,Contract,Naukri,2025-09-23,https://www.example.com/apply/cognizant/Process-Associate
HCL,Ahmedabad,Test Engineer,Fresher,"JavaScript, React, Node.js",18.2,Internship,LinkedIn,2025-10-06,https://www.example.com/apply/hcl/Test-Engineer
Cognizant,Pune,Process Associate,Fresher,"Excel, Tableau, SQL",11.6,Contract,Indeed,2025-10-14,https://www.example.com/apply/cognizant/Process-Associate
Wipro,Gurugram,System Analyst,0-2 yrs,Automation Testing,11.0,Contract,Glassdoor,2025-10-16,https://www.example.com/apply/wipro/System-Analyst
HCL,Ahmedabad,Test Engineer,0-2 yrs,"AI/ML, Deep Learning",5.6,Internship,Indeed,2025-09-18,https://www.example.com/apply/hcl/Test-Engineer
Tech Mahindra,Ahmedabad,Business Analyst,0-2 yrs,"Java, Spring Boot",3.5,Internship,Glassdoor,2025-10-11,https://www.example.com/apply/tech mahindra/Business-Analyst
Infosys,Hyderabad,Software Engineer,Fresher,"Linux, Networking, Troubleshooting",8.6,Internship,LinkedIn,2025-09-20,https://www.example.com/apply/infosys/Software-Engineer
IBM,Jaipur,Process Associate,5-10 yrs,"JavaScript, React, Node.js",7.9,Contract,Indeed,2025-09-25,https://www.example.com/apply/ibm/Process-Associate
TCS,Gurugram,Support Executive,0-2 yrs,"AI/ML, Deep Learning",5.0,Internship,Glassdoor,2025-10-09,https://www.example.com/apply/tcs/Support-Executive
HCL,Ahmedabad,Data Analyst,Fresher,"AI/ML, Deep Learning",15.2,Internship,Glassdoor,2025-10-08,https://www.example.com/apply/hcl/Data-Analyst
Wipro,Noida,Technical Support,5-10 yrs,"JavaScript, React, Node.js",12.4,Full-time,Indeed,2025-09-04,https://www.example.com/apply/wipro/Technical-Support
TCS,Hyderabad,Cloud Engineer,Fresher,Automation Testing,14.6,Internship,Glassdoor,2025-10-18,https://www.example.com/apply/tcs/Cloud-Engineer
LTIMindtree,Bengaluru,Data Analyst,0-2 yrs,"Java, Spring Boot",9.4,Contract,Indeed,2025-09-11,https://www.example.com/apply/ltimindtree/Data-Analyst
Cognizant,Ahmedabad,System Analyst,5-10 yrs,"Python, SQL, Power BI",15.8,Internship,Glassdoor,2025-09-27,https://www.example.com/apply/cognizant/System-Analyst
Cognizant,Gurugram,Software Engineer,Fresher,"AWS, Azure, DevOps",3.7,Internship,LinkedIn,2025-09-19,https://www.example.com/apply/cognizant/Software-Engineer
Tech Mahindra,Chennai,Process Associate,0-2 yrs,"JavaScript, React, Node.js",2.9,Contract,LinkedIn,2025-09-27,https://www.example.com/apply/tech mahindra/Process-Associate
TCS,Bengaluru,Support Executive,2-5 yrs,"Customer Support, Voice Process",14.1,Internship,Indeed,2025-10-04,https://www.example.com/apply/tcs/Support-Executive
Tech Mahindra,Gurugram,Business Analyst,0-2 yrs,"Java, Spring Boot",11.8,Full-time,Glassdoor,2025-10-13,https://www.example.com/apply/tech mahindra/Business-Analyst
Wipro,Ahmedabad,Cloud Engineer,5-10 yrs,"Customer Support, Voice Process",9.3,Internship,Naukri,2025-10-01,https://www.example.com/apply/wipro/Cloud-Engineer
Wipro,Bengaluru,Test Engineer,Fresher,"AWS, Azure, DevOps",11.9,Internship,LinkedIn,2025-09-25,https://www.example.com/apply/wipro/Test-Engineer
IBM,Jaipur,Business Analyst,2-5 yrs,"Excel, Tableau, SQL",18.0,Full-time,Naukri,2025-09-24,https://www.example.com/apply/ibm/Business-Analyst
TCS,Ahmedabad,Software Engineer,2-5 yrs,"ETL, Data Warehousing",6.9,Full-time,Glassdoor,2025-09-06,https://www.example.com/apply/tcs/Software-Engineer
TCS,Pune,Software Engineer,0-2 yrs,"AI/ML, Deep Learning",3.9,Internship,Naukri,2025-09-29,https://www.example.com/apply/tcs/Software-Engineer
Wipro,Pune,System Analyst,0-2 yrs,"Java, Spring Boot",8.8,Contract,Glassdoor,2025-09-10,https://www.example.com/apply/wipro/System-Analyst
Infosys,Bengaluru,Cloud Engineer,5-10 yrs,"JavaScript, React, Node.js",4.9,Internship,LinkedIn,2025-09-11,https://www.example.com/apply/infosys/Cloud-Engineer
Wipro,Noida,Support Executive,0-2 yrs,"ETL, Data Warehousing",18.1,Full-time,Glassdoor,2025-09-29,https://www.example.com/apply/wipro/Support-Executive
TCS,Hyderabad,Test Engineer,0-2 yrs,"AI/ML, Deep Learning",3.9,Contract,LinkedIn,2025-09-15,https://www.example.com/apply/tcs/Test-Engineer
Tech Mahindra,Jaipur,Test Engineer,Fresher,"Excel, Tableau, SQL",16.6,Full-time,Glassdoor,2025-09-17,https://www.example.com/apply/tech mahindra/Test-Engineer
IBM,Kolkata,Process Associate,0-2 yrs,"AWS, Azure, DevOps",8.9,Full-time,Glassdoor,2025-09-14,https://www.example.com/apply/ibm/Process-Associate
Tech Mahindra,Bengaluru,Support Executive,5-10 yrs,"Java, Spring Boot",9.5,Contract,LinkedIn,2025-09-01,https://www.example.com/apply/tech mahindra/Support-Executive
Wipro,Hyderabad,Test Engineer,0-2 yrs,"AWS, Azure, DevOps",13.1,Internship,Indeed,2025-09-11,https://www.example.com/apply/wipro/Test-Engineer
Tech Mahindra,Jaipur,DevOps Engineer,0-2 yrs,"AI/ML, Deep Learning",11.5,Contract,Naukri,2025-09-03,https://www.example.com/apply/tech mahindra/DevOps-Engineer
Tech Mahindra,Gurugram,Data Analyst,5-10 yrs,"Python, SQL, Power BI",9.2,Internship,Naukri,2025-10-19,https://www.example.com/apply/tech mahindra/Data-Analyst
TCS,Jaipur,Data Analyst,5-10 yrs,"AI/ML, Deep Learning",3.0,Full-time,Indeed,2025-09-11,https://www.example.com/apply/tcs/Data-Analyst
Infosys,Bengaluru,Test Engineer,Fresher,"JavaScript, React, Node.js",14.7,Contract,Indeed,2025-09-19,https://www.example.com/apply/infosys/Test-Engineer
HCL,Ahmedabad,Software Engineer,5-10 yrs,"Python, SQL, Power BI",11.9,Full-time,Glassdoor,2025-09-27,https://www.example.com/apply/hcl/Software-Engineer
Infosys,Bengaluru,Software Engineer,2-5 yrs,"ETL, Data Warehousing",5.3,Contract,Indeed,2025-09-21,https://www.example.com/apply/infosys/Software-Engineer
Infosys,Chennai,DevOps Engineer,Fresher,"ETL, Data Warehousing",3.0,Internship,Indeed,2025-09-20,https://www.example.com/apply/infosys/DevOps-Engineer
Tech Mahindra,Hyderabad,Support Executive,5-10 yrs,"AWS, Azure, DevOps",13.6,Full-time,LinkedIn,2025-10-18,https://www.example.com/apply/tech mahindra/Support-Executive
Infosys,Noida,Technical Support,0-2 yrs,"JavaScript, React, Node.js",11.4,Contract,LinkedIn,2025-09-27,https://www.example.com/apply/infosys/Technical-Support
TCS,Gurugram,Test Engineer,5-10 yrs,"AI/ML, Deep Learning",14.0,Contract,Indeed,2025-09-08,https://www.example.com/apply/tcs/Test-Engineer
Wipro,Kolkata,Cloud Engineer,Fresher,"AWS, Azure, DevOps",13.6,Contract,Glassdoor,2025-09-10,https://www.example.com/apply/wipro/Cloud-Engineer
HCL,Gurugram,Process Associate,0-2 yrs,"JavaScript, React, Node.js",11.2,Full-time,Glassdoor,2025-10-07,https://www.example.com/apply/hcl/Process-Associate
TCS,Chennai,Test Engineer,0-2 yrs,"Python, SQL, Power BI",9.7,Full-time,Naukri,2025-09-06,https://www.example.com/apply/tcs/Test-Engineer
Cognizant,Pune,Support Executive,Fresher,"Python, SQL, Power BI",8.1,Contract,LinkedIn,2025-10-18,https://www.example.com/apply/cognizant/Support-Executive
Capgemini,Jaipur,Process Associate,2-5 yrs,"Python, SQL, Power BI",5.5,Full-time,Glassdoor,2025-09-05,https://www.example.com/apply/capgemini/Process-Associate
Wipro,Jaipur,DevOps Engineer,Fresher,Automation Testing,14.9,Full-time,Naukri,2025-09-12,https://www.example.com/apply/wipro/DevOps-Engineer
Tech Mahindra,Kolkata,Technical Support,Fresher,"Excel, Tableau, SQL",10.8,Full-time,Indeed,2025-10-13,https://www.example.com/apply/tech mahindra/Technical-Support
Capgemini,Pune,System Analyst,Fresher,"Linux, Networking, Troubleshooting",5.4,Internship,Indeed,2025-10-13,https://www.example.com/apply/capgemini/System-Analyst
Cognizant,Mumbai,Cloud Engineer,Fresher,"Customer Support, Voice Process",10.8,Internship,Glassdoor,2025-10-01,https://www.example.com/apply/cognizant/Cloud-Engineer
HCL,Noida,Process Associate,Fresher,Automation Testing,10.7,Contract,LinkedIn,2025-10-18,https://www.example.com/apply/hcl/Process-Associate
Infosys,Kolkata,Support Executive,Fresher,"Python, SQL, Power BI",8.6,Internship,LinkedIn,2025-09-20,https://www.example.com/apply/infosys/Support-Executive
HCL,Pune,Cloud Engineer,0-2 yrs,"AWS, Azure, DevOps",12.2,Internship,Indeed,2025-09-27,https://www.example.com/apply/hcl/Cloud-Engineer
